,school_name,school_city,school_score,school_post_code,address
1871,L'Équinoxe,Pembroke,5.7,K8A5N6,412 ST PEMBROKE OUEST
1872,Lester B Pearson,Ajax,5.7,L1T2M9,21 Coughlen St
1873,Malvern,Toronto,5.7,M1B1P6,70 Mammoth Hall Trail
1874,Manordale,Nepean,5.7,K2G0Y1,16 Carola St
1875,Massassaga-Rednersville,Belleville,5.7,K8N4Z1,1115 County Road 3
1876,Mitchell Hepburn,St Thomas,5.7,N5R0C2,95 Raven Ave.
1877,Monsignor J E Ronan,Beeton,5.7,L0G1A0,10 Lily St E
1878,Nobleton,Nobleton,5.7,L0G1N0,13375 Hwy 27 Box 310
1879,Norman Cook,Toronto,5.7,M1K1G4,725 Danforth Rd
1880,Our Lady of Lourdes,Sault Ste. Marie,5.7,P6C4R7,319 Prentice Ave
1881,Our Lady of Victory,Ottawa,5.7,K2C3B3,1175 Soderlind St
1882,Pius XII,Sudbury,5.7,P3B3P8,44 Third Avenue
1883,Pope John Paul II,Barrie,5.7,L4N6A3,211 Ashford Dr
1884,Port Elgin-Saugeen Central,Port Elgin,5.7,N0H2C1,504 Catherine St
1885,Portage View,Barrie,5.7,L4N1P5,124 Letitia St
1886,Precious Blood,Toronto,5.7,M1R2G8,1035 Pharmacy Ave
1887,Queen Elizabeth,Belleville,5.7,K8N3Y4,135 MacDonald Ave
1888,Queen Elizabeth,Sault Ste. Marie,5.7,P6A3Z5,139 Elizabeth St
1889,Rockwood,Pembroke,5.7,K8A6W8,11588 Round Lake Road
1890,Ross R MacKay,Hillsburgh,5.7,N0B1Z0,35 Trafalgar Rd
1891,Saint-Denis,Sudbury,5.7,P3E0E5,1200 cour Ramsey View
1892,Sainte-Thérèse,Windsor,5.7,N8T1C5,5305 rue Tecumseh Est
1893,Sainte-Thérèse-d'Avila,Osgoode,5.7,K4R1E5,9575 chemin Marionville CP 1095
1894,Saint-Jean/Pavillon La Croisée,Embrun,5.7,K0A1W0,1045 rue Notre-Dame C.P. 630
1895,Saint-Vincent,North Bay,5.7,P1B1P2,124 rue King Est
1896,Sir Isaac Brock,London,5.7,N6J2X1,80 St Lawrence Blvd
1897,Southview,Napanee,5.7,K7R3K6,18 Golf Course Lane
1898,St Augustine,Ottawa,5.7,K2C0H5,1009 Arnot Rd
1899,St Boniface,Toronto,5.7,M1M2J1,20 Markanna Dr
1900,St Boniface,Zurich,5.7,N0M2T0,24 Mary St Box 128 St. Boniface School
1901,St Catherine of Siena,Woodbridge,5.7,L4L3J5,80 Terra Rd
1902,St Cecilia,Brampton,5.7,L6V4L5,10 Brickyard Way
1903,St Charles,Chelmsford,5.7,P0M1L0,26 Charlotte Street Box 1690
1904,St Francis of Assisi,Georgetown,5.7,L7G1J4,120 Sinclair Ave
1905,St John,Beamsville,5.7,L0R1B0,5684 Regional Road 81
1906,St John the Evangelist,Toronto,5.7,M9N2B4,23 George St
1907,St Joseph,South Porcupine,5.7,P0N1H0,207 Huot St Box 1270
1908,St Joseph Island Central,Richards Landing,5.7,P0R1J0,1326 RICHARDS ST
1909,St Joseph's,Acton,5.7,L7J1G7,147 Mill St
1910,St Margaret of Scotland,Mississauga,5.7,L5L1C1,2266 Council Ring Rd
1911,St Peter,Cambridge,5.7,N1R1C1,92 Avenue Rd
1912,St Robert,London,5.7,N5V1H7,1958 Duluth Cres
1913,Ste Marguerite Bourgeoys,Kenora,5.7,P9N3N5,20 Gunne Cres
1914,Stirling,Stirling,5.7,K0K3E0,107 St. James Street
1915,Sutton,Sutton West,5.7,L0E1R0,5147 Baseline Rd Box 190
1916,Tapleytown,Stoney Creek,5.7,L8G3X4,390 Mud Street
1917,West Bayfield,Barrie,5.7,L4N7J4,49 Ford St
1918,Westmount,Thunder Bay,5.7,P7E5M4,120 West Begin St
1919,Woburn,Toronto,5.7,M1G3N2,40 Dormington Dr
1920,Annette Street,Toronto,5.6,M6P1R3,265 Annette St
1921,Ardtrea/Cumberland Beach,Cumberland Beach,5.6,L0K1G0,2746 Cumberland Rd
1922,Assumption,St Catharines,5.6,L2M1W3,225 Parnell Rd
1923,Bayside,Belleville,5.6,K8N4Z2,132 Aikens Rd
1924,Bishop Francis Allen,Brampton,5.6,L6Y1Z4,325 McMurchy Ave S
1925,Brimwood Boulevard,Toronto,5.6,M1V1E5,151 Brimwood Blvd
1926,Brooke Central,Alvinston,5.6,N0N1A0,7989 Brooke Line Box 220
1927,Bruce Trail,Milton,5.6,L9T6N8,1199 Costigan Road
1928,Chimo,Smiths Falls,5.6,K7A4V7,11 Ross Street
1929,Chippewa,London,5.6,N5V2T6,1035 Chippewa Dr
1930,Clearmeadow,Newmarket,5.6,L3X2E4,200 Clearmeadow Blvd
1931,Coronation,Windsor,5.6,N8T1B1,5400 Coronation Dr
1932,Crestview,Kitchener,5.6,N2B2R6,153 Montcalm Dr
1933,des Voyageurs,Gloucester,5.6,K1C2T1,6030 prom. Voyageur
1934,du Sacré-Coeur,Toronto,5.6,1T3,"98, rue Essex"
1935,Dundas Central,Dundas,5.6,L9H2A2,73 Melville Street
1936,Eamer's Corners,Cornwall,5.6,K6K1A3,2258 Pitt Street
1937,Florence Meares,Burlington,5.6,L7M4W6,2102 Berwick Dr
1938,Gateway,Toronto,5.6,M3C1B4,55 Gateway Blvd
1939,Glen Tay,Perth,5.6,K7H3C6,155 Harper Road
1940,Grand Valley,Grand Valley,5.6,L9W7N4,120 Main St N
1941,Holy Family,Sault Ste. Marie,5.6,P6C2T4,42 Rushmere Dr
1942,Holy Name,Toronto,5.6,M4K3K9,690 Carlaw Ave
1943,Holy Rosary,Burlington,5.6,L7T2C7,261 Plains Rd E
1944,Holy Spirit,Brampton,5.6,L6P1W9,25 Bloomsbury Avenue
1945,J J O'Neill,Napanee,5.6,K7R2L4,240 Marilyn Ave
1946,Jockvale,Nepean,5.6,K2J2S8,101 Malvern Dr
1947,John XXIII,Kingston,5.6,K7M5Z9,736 High Gate Park Dr
1948,Ken Danby,Guelph,5.6,N1E7C4,525 Grange Rd
1949,Kingsville,Kingsville,5.6,N9Y1J3,36 Water St
1950,Marlborough,Windsor,5.6,N9C1Y6,3557 Melbourne Rd
1951,Mildmay-Carrick Central,Mildmay,5.6,N0G2J0,24 Vincent St 130
1952,Monsignor Lee,Orillia,5.6,L3V2H9,14 Fitton's Rd E
1953,Notre-Dame-du-Sault,Sault Ste. Marie,5.6,P6B2B9,600 rue North
1954,Oakwood,Oakville,5.6,L6K3E5,357 Bartos Dr
1955,Paisley Road,Guelph,5.6,N1H2R3,406 Paisley Rd
1956,Queen Victoria,Windsor,5.6,N8X1P1,1376 Victoria Ave
1957,Regina Mundi,Toronto,5.6,M6B2P9,70 Playfair Ave
1958,Riverside,Mississauga,5.6,L5H2E8,30 John St N
1959,Sir Ernest Macmillan,Burlington,5.6,L7M1V8,1350 Headon Rd
1960,Sprucedale,Shakespeare,5.6,N0B2P0,59 Fraser St Box 70
1961,St Aidan,Toronto,5.6,M1W2S2,3521 Finch Ave E
1962,St Augustine,Toronto,5.6,M3N1S9,98 Shoreham Dr
1963,St Barnabas,Toronto,5.6,M1B1H3,30 Washburn Way
1964,St Clare,Woodbridge,5.6,L4L8J5,391 Velmar Dr
1965,St Francis Xavier,Toronto,5.6,M6L1L3,53 Gracefield Ave
1966,St James,Oakville,5.6,L6K2S2,255 Morden Rd
1967,St John,Kitchener,5.6,N2G1R4,99 Strange St
1968,St Kevin,Brampton,5.6,L6Y4C8,103 Malta Ave
1969,St Lucy,Brampton,5.6,L7A3R2,25 Kanata Road
1970,St Marcellus,Toronto,5.6,M9R3H2,15 Denfield St
1971,St Marguerite Bourgeoys,Kingston,5.6,K7M8P5,355 Waterloo Ave
1972,St Martin,Thunder Bay,5.6,P7E2L8,115 W Mary St
1973,St Mary,Grafton,5.6,K0K2G0,103B Lyle St 40
1974,St Mary,Welland,5.6,L3B3C7,120 Plymouth Rd
1975,St Mary's,Barrie,5.6,L4N6K1,340 Leacock Dr
1976,St Raymond,Mississauga,5.6,L5V2A9,5735 Whitehorn Ave
1977,St Thomas More,Kingston,5.6,K7M2R4,234 Norman Rogers Dr
1978,St Vincent,Chatham,5.6,N7M5J7,9399 McNaughton Line
1979,St Vincent de Paul,Cambridge,5.6,N1R7C3,30 Faial Rd
1980,Timmins Centennial,Timmins,5.6,P4N3K5,545 Wilcox St
1981,W H Day,Bradford,5.6,L3Z2K7,410 Maplegrove Ave
1982,Wheatley Area,Wheatley,5.6,N0P2P0,226 Erie St N Box 910
1983,A J Charbonneau,Arnprior,5.5,K7S0E3,225B Baskin Dr W
1984,Bellmoore,Binbrook,5.5,L0R1C0,2121 Highway #56
1985,C H Bray,Ancaster,5.5,L9G1X7,99 Dunham Drive
1986,Caldwell Street,Carleton Place,5.5,K7C3A5,70 Caldwell Street
1987,Central,Windsor,5.5,N9E1H4,700 Norfolk St
1988,Clairlea,Toronto,5.5,M1L2X1,25 Rosalind Cres
1989,du Sacré-Coeur,Welland,5.5,L3C4W5,310 rue Fitch
1990,Faywood Arts,Toronto,5.5,M3H2X5,95 Faywood Blvd
1991,Good Shepherd,Brampton,5.5,L6R2H9,28 Red River Dr
1992,Holy Jubilee,Maple,5.5,L6A2S8,400 St Joan of Arc Ave
1993,Holy Name,Essex,5.5,N8M1Y1,200 Fairview Ave W
1994,James Culnan,Toronto,5.5,M6S3S1,605 Willard Ave
1995,Jeanne-Lajoie,Pembroke,5.5,K8A5R3,1255 Rue Pembroke Ouest
1996,Keith Wightman,Peterborough,5.5,K9J4H6,860 St. Marys St
1997,Lakefield District,Lakefield,5.5,K0L2H0,71 Bridge St
1998,L'Envolée,Windsor,5.5,N8Y1R4,1799 rue Ottawa
1999,Margaret D Bennie,Leamington,5.5,N8H3K8,259 Sherk St
2000,Marie-Curie,London,5.5,N6H3Y3,40 Dr Hunt Club
2001,Monsignor Castex,Midland,5.5,L4R4L3,120 Penetanguishene Rd Box 580
2002,Muskoka Beechgrove,Gravenhurst,5.5,P1P1M9,395 Muskoka Beach Rd
2003,New Sarum,St Thomas,5.5,N5P3S7,9473 Belmont Road
2004,Notre Dame,Cobourg,5.5,K9A2X6,760 Burnham St
2005,Oliver M Smith-Kawenni io,Ohsweken,5.5,1M0,1208 Third Line Rd
2006,Onondaga-Brant,Brantford,5.5,N3T5L4,21 Brant School Road
2007,Our Lady of Fatima,Ottawa,5.5,K2A0R3,2135 Knightsbridge Rd
2008,Oxbow,Ilderton,5.5,N0M2A0,13624 Ilderton Road
2009,Pioneer Park,Kitchener,5.5,N2P1G2,55 Upper Canada Dr
2010,Pope John Paul II,Bolton,5.5,L7E5R8,9094 Bolton Heights Rd
2011,Pope John Paul II,Kenora,5.5,P9N2Y8,1290 Heenan Place
2012,Prince of Peace,Keswick,5.5,L4P3E9,181 Glenwoods Ave
2013,Queen Elizabeth,Renfrew,5.5,K7V2R6,100 Veteran's Memorial Blvd
2014,Queen Victoria,Belleville,5.5,K8N2M2,46 Pine St
2015,Ray Lewis,Hamilton,5.5,L8W4A1,27 Jessica Street
2016,Rick Hansen,London,5.5,N6E2L7,70 Ponderosa Cres
2017,Roseland,Windsor,5.5,N9G1A4,620 Cabana Rd E
2018,Ryerson,Toronto,5.5,M5T1E4,96 Denison Ave
2019,Seigneurie,Casselman,5.5,K0A1M0,731 rue des Pommiers
2020,Shaughnessy,Toronto,5.5,M2J1H5,30 Shaughnessy Blvd
2021,Silverheights,Cambridge,5.5,N3C3Z7,390 Scott Rd
2022,Sir John Moore Community,Corunna,5.5,N0N1G0,274 St Clair Blvd
2023,St Agnes,Hamilton,5.5,L8E3Y8,80 Colcrest St
2024,St Aidan,Brampton,5.5,L7A3B9,34 Buick Blvd
2025,St Angela Merici,Brampton,5.5,L7A2N7,83 Edenbrook Hill Dr
2026,St Conrad,Toronto,5.5,M3M2A5,610 Roding St
2027,St David,Hamilton,5.5,L8G2E9,33 Cromwell Cres
2028,St James,Ajax,5.5,L1S3E5,10 Clover Ridge Dr W
2029,St Jane Frances,Toronto,5.5,M3L2E8,2745 Jane St
2030,St John Vianney,Barrie,5.5,L4N3G7,393 Innisfil St
2031,St Kevin,Welland,5.5,L3C1C4,182 Aqueduct St
2032,St Leo,Brantford,5.5,N3R5T2,233 Memorial Dr
2033,St Marguerite d'Youville,London,5.5,N6G4Z9,170 Hawthorne Rd
2034,St Martin de Porres,Kanata,5.5,K2L1T7,20 McKitrick Dr
2035,St Patrick,Brantford,5.5,N3R2X6,320 Fairview Dr
2036,St Paul,Norwood,5.5,K0L2V0,55 Oak St Box 310
2037,St Paul,Toronto,5.5,M5A3E5,80 Sackville St
2038,St Pius X,London,5.5,N5W4R9,255 Vancouver St
2039,St Vincent de Paul,Hamilton,5.5,L9C7M9,295 Greencedar Dr
2040,St. Luke,Lindsay,5.5,K9V4R5,335 St. Luke's Road
2041,Upper Thames,Mitchell,5.5,N0K1N0,165 Frances St E
2042,West Lynde,Whitby,5.5,L1N6B1,270 Michael Blvd
2043,West Nissouri,Thorndale,5.5,N0M2P0,37 Elliott Trail
2044,Westfield,Tillsonburg,5.5,N4G0G5,102 Dereham Drive
2045,Westminster,Brockville,5.5,K6V4N6,29 Central Avenue West
2046,Westmount,London,5.5,N6K1H5,1011 Viscount Rd
2047,Whole Child,Toronto,5.5,M4L2Y1,151 Hiawatha Road
2048,Wilfrid Jury,London,5.5,N6G3M2,950 Lawson Road
2049,William G Miller,Toronto,5.5,M1E3Y3,60 Bennett Rd
2050,William Tredway,Toronto,5.5,M1H1X9,112 Sedgemount Dr
2051,Anson S Taylor,Toronto,5.4,M1S4C5,20 Placentia Blvd
2052,Aylesbury,Brampton,5.4,L7A0V3,25 Aylesbury Drive
2053,Bowmore Road,Toronto,5.4,M4L3J2,80 Bowmore Rd
2054,Bracebridge,Bracebridge,5.4,P1L2G1,90 McMurray St
2055,Canadian Martyrs,Hamilton,5.4,L8S4M7,1355 Main St W
2056,Cardinal Newman,Brampton,5.4,L6T1Z1,698 Balmoral Dr
2057,Centreville,Centreville,5.4,K0K1N0,623 McGill St
2058,Collegiate Avenue,Stoney Creek,5.4,L8G3L5,49 Collegiate Avenue
2059,Errol Road,Sarnia,5.4,N7S2E6,989 Errol Rd E
2060,Félix-Ricard,Sudbury,5.4,P3A1X3,691 boulevard Lasalle
2061,Hastings,Hastings,5.4,K0L1Y0,25 Albert St W P O Box 309
2062,Holy Name,Welland,5.4,L3C4W5,290 Fitch St
2063,Huntsville,Huntsville,5.4,P1H2B2,16 Caroline St W
2064,Jesse Ketchum,Toronto,5.4,M5R1H4,61 Davenport Rd
2065,Leslie Frost,Lindsay,5.4,K9V3L1,51 Angeline St S
2066,Lord Nelson,London,5.4,N5V1N8,1990 Royal Cres
2067,Market Lane,Toronto,5.4,M5A4J6,246 The Esplanade
2068,Meadowlands,Nepean,5.4,K2G2Y7,10 Fieldrow St
2069,Perth Avenue,Toronto,5.4,M6P3P8,14 Ruskin Ave
2070,Pinecrest,Ottawa,5.4,K2C3E7,1281 Pinecrest Rd
2071,Queen Victoria,Toronto,5.4,M6K2V3,100 Close Ave
2072,R L Hyslop,Stoney Creek,5.4,L8G1P3,20 Lake Avenue South
2073,Roberta Bondar,Ottawa,5.4,K1T3J6,159 Lorry Greenberg Dr
2074,Roden,Toronto,5.4,M4L2Y1,151 Hiawatha Rd
2075,S T Worden,Courtice,5.4,L1E1S7,1462 Nash Rd
2076,Sacred Heart,Marmora,5.4,K0K2M0,42 Bursthall St Box 280
2077,Sainte-Kateri,Ottawa,5.4,K2J0S2,2450 Chemin River Mist
2078,Saint-Thomas-d'Aquin,Sarnia,5.4,N7V2E9,931 chemin Champlain
2079,Saint-Viateur,Limoges,5.4,K0A2M0,205 chemin Limoges C.P. 220
2080,Springbank,Woodstock,5.4,N4S4Z9,1060 Sprucedale Rd
2081,St Bernard of Clairvaux,Waterford,5.4,N0E1Y0,250 Washington St Box 760
2082,St Carthagh,Tweed,5.4,K0K3J0,114 Hungerford Rd P.O. Bag 279
2083,St Catherine,Peterborough,5.4,K9K2J6,1575 Glenforest Blvd
2084,St Luke,Ottawa,5.4,K1G1C7,2485 Dwight Cres
2085,St Margaret,Thunder Bay,5.4,P7A6S4,89 Clayte St
2086,St Mark,Beamsville,5.4,L0R1B7,4114 Mountain St
2087,St Mary,Niagara Falls,5.4,L2E2E8,5719 Morrison St
2088,St Patrick,Harrowsmith,5.4,K0H1V0,3889 Wilton Rd
2089,St Paul,Lakefield,5.4,K0L2H0,2 Grant Ave Box 370
2090,St Paul's,Alliston,5.4,L9R1G5,161 Wellington St E
2091,St Thomas,Waterdown,5.4,L0R2H7,170 Skinner Road
2092,Sullivan,Chatsworth,5.4,N0H1G0,136285 Grey Rd 40 Box 93
2093,Tavistock,Tavistock,5.4,N0B2R0,79 Maria St Box 370
2094,The Elms,Toronto,5.4,M9W2H8,45 Golfdown Dr
2095,Valleyfield,Toronto,5.4,M9P2E8,35 Saskatoon Dr
2096,Walter Scott,Richmond Hill,5.4,L4C1J2,500 Major Mackenzie Dr E
2097,Welborne Avenue,Kingston,5.4,K7M4G3,190 Welborne Ave
2098,Westmount,Peterborough,5.4,K9J6T8,1520 Sherwood Cres
2099,Alexander Muir,Newmarket,5.3,L3X3G1,75 Ford Wilson Blvd
2100,AmherstView,Amherstview,5.3,K7N1L4,70 Fairfield Blvd
2101,Banbury Heights,Brantford,5.3,N3P1E3,141 Banbury Rd
2102,Bellview,Brantford,5.3,N3S1G5,97 Tenth Ave
2103,Bolton C Falby,Ajax,5.3,L1S1N4,80 Falby Crt
2104,Brier Park,Brantford,5.3,N3R6C5,10 Blackfriar Lane
2105,Buchanan,Toronto,5.3,M1R3V3,4 Bucannan Rd
2106,Burford District,Burford,5.3,N0E1A0,35 Alexander St Box 130
2107,C R Judd,Capreol,5.3,P0M1H0,8 Lincoln Cres Box 460
2108,Cedar Creek,Ayr,5.3,N0B1E0,55 Hilltop Dr
2109,Centennial Hylands,Shelburne,5.3,L0N1S4,35 School Rd
2110,Charlotte Lemieux,Ottawa,5.3,K2C0X2,2093 promenade Bel-Air
2111,D. Roy Kennedy,Ottawa,5.3,K2A3G9,919 Woodroffe Ave
2112,Dougall Avenue,Windsor,5.3,N9A4R2,811 Dougall Ave
2113,Dunning-Foubert,Orléans,5.3,K1E2N1,1610 Prestwick Dr
2114,École élémentaire Orangeville,Orangeville,5.3,L9W3K4,60 promenade Century
2115,Father Hennepin,Niagara Falls,5.3,L2G2X1,6032 Churchill St
2116,Forest View,Oshawa,5.3,L1H7H7,65 Athabasca Street
2117,Foyer-Jeunesse,Hanmer,5.3,P3P1X5,4752 avenue Notre Dame 999
2118,Franklin,Kitchener,5.3,N2A1Y9,371 Franklin St N
2119,Gabrielle-Roy,Gloucester,5.3,K1T4A8,3395 avenue Daoust
2120,Gardiner,Georgetown,5.3,L7G6L8,14365 Danby Road
2121,Glenbrook,Shelburne,5.3,L0N1S2,300 Fiddlepark Lane
2122,Highcastle,Toronto,5.3,M1E4E6,370 Military Trail
2123,Holly Meadows,Barrie,5.3,L4N9N7,151 Mapleton Ave
2124,Holy Cross,Sault Ste. Marie,5.3,P6A4Y8,16 Texas Avenue
2125,Killaloe,Killaloe,5.3,K0J2A0,100 Queen St Box 189
2126,Mohawk Gardens,Burlington,5.3,L7L1N3,5280 Spruce Ave
2127,Montclair,Oakville,5.3,L6H1Z3,1285 Montclair Dr
2128,Msgr John Corrigan,Toronto,5.3,M9V5B4,100 Royalcrest Rd
2129,Mundy's Bay,Midland,5.3,L4R3Y4,340 SIXTH ST
2130,North Hope Central,Campbellcroft,5.3,L0A1B0,3278 Ganaraska Rd
2131,Nouvel Horizon,Hawkesbury,5.3,K6A1V9,433 boulevard Cartier
2132,Ottawa Crescent,Guelph,5.3,N1E2A8,75 Ottawa Cres
2133,Our Lady of Mount Carmel,Amherstview,5.3,K7N1L7,97 Park Cres
2134,Polson Park,Kingston,5.3,K7M1Y3,165 Robert Wallace Dr
2135,Pope Paul,Toronto,5.3,M6N2X5,270 Laughton Ave
2136,Riverside,Elmira,5.3,N3B1N9,14A William St
2137,Russell Reid,Brantford,5.3,N3R5E3,43 Cambridge Dr
2138,Sacred Heart Catholic,Port Lambton,5.3,N0P2B0,434 John St Box 70
2139,Saint-Ambroise,St. Joachim,5.3,N0R1S0,2716 route 42 C.P. 40
2140,Saint-Michel,New Liskeard,5.3,P0J1P0,998075 route 11B Nord CP 5179
2141,Saint-Philippe,Grande Pointe,5.3,N0P1S0,7195 line St-Philippe C.P. 23
2142,Silver Springs,Toronto,5.3,M1V1S4,222 Silver Springs Blvd
2143,St Anne,Iroquois Falls,5.3,P0K1G0,200 Church St Box 780
2144,St Antoine Daniel,Toronto,5.3,M2N2J2,160 Finch Ave W
2145,St Bede,Toronto,5.3,M1B5H3,521 Sewells Rd
2146,St John,Peterborough,5.3,K9J3T4,746 Park Street S
2147,St John Fisher,Brampton,5.3,L6T1V6,330 Balmoral Dr
2148,St Marguerite d'Youville,Barrie,5.3,L4N7H6,240 Kozlov St
2149,St Michael,Ridgetown,5.3,N0P2C0,25 Maple St S Box 640
2150,St Michaels,Oakville,5.3,L6H1E3,165 Sewell Dr
2151,St Patrick's,Caledonia,5.3,N3W1L3,81 Orkney St E
2152,St. Basil,Sault Ste. Marie,5.3,P6B1X5,250 St. George's Avenue East
2153,W J Langlois,Windsor,5.3,N8T2J2,3110 Rivard Ave
2154,Whaley's Corners,Brampton,5.3,L6Y6B1,140 Howard Stewart Road
2155,Willow Road,Guelph,5.3,N1H1W4,125 Willow Rd
2156,Albion Heights,Toronto,5.2,M9V3W9,45 Lynmont Rd
2157,Amherstburg,Amherstburg,5.2,N9V1E1,252 Hamilton Dr
2158,Billy Green,Stoney Creek,5.2,L8J1W2,1105 Paramount Drive
2159,Birds Creek,Bancroft,5.2,K0L1C0,33 South Baptiste Lake Road  33 South Baptiste Lake Rd
2160,Bosanquet Central,Thedford,5.2,N0M2N0,8766 Northville Rd
2161,Breslau,Breslau,5.2,N0B1M0,58 Joseph St Box 159
2162,Brigden,Brigden,5.2,N0N1B0,1540 Duncan St Box 338
2163,Dr George Hall,Little Britain,5.2,K0M2C0,374 Eldon Rd Box 10
2164,E J Sand,Thornhill,5.2,L3T2L5,160 Henderson Ave
2165,Edgewood,Toronto,5.2,M1P3S4,230 Birkdale Rd
2166,Edward Street,St Thomas,5.2,N5P1Y7,84 Edward St
2167,Ekcoe Central,Glencoe,5.2,N0L1M0,3719 PARKHOUSE DR
2168,Essex,Essex,5.2,N8M2N8,72 BRIEN AVE
2169,Five Mile,Thunder Bay,5.2,P7G2E9,2025 Dawson Road Box 1
2170,Franco-Supérieur,Thunder Bay,5.2,P7A0A4,220 rue Elgin
2171,Golf Road,Toronto,5.2,M1G1H7,730 Scarborough Golf Club Rd
2172,Harriett Todd,Orillia,5.2,L3V2V1,11 George St
2173,Hickson Central,Hickson,5.2,N0J1L0,161 Loveys St
2174,John Darling,Kitchener,5.2,N2N3G9,200 Rolling Meadows Dr
2175,John McCrae,Toronto,5.2,M1J1J1,431 McCowan Rd
2176,Kinghurst,Chesley,5.2,N0G1L0,307 1st Ave N 360
2177,Laurelwoods,Orangeville,5.2,L9W2Z3,374027 6 TH LINE
2178,Longue Sault,Long Sault,5.2,K0C1P0,13 Bethune Avenue Box 460
2179,Lynndale Heights,Simcoe,5.2,N3Y5G7,55 Donly Dr S
2180,Macklin,Toronto,5.2,M1V2Y4,136 Ingleton Blvd
2181,Mary Honeywell,Nepean,5.2,K2J3B2,54 Kennevale Dr
2182,Our Lady of Fatima,Toronto,5.2,M1L1V6,3176 St Clair Ave E
2183,Parry Sound,Parry Sound,5.2,P2A1X5,21 Beatty Street
2184,Pineview,Athens,5.2,K0E1B0,8 George Street North 220
2185,Prince Charles,Trenton,5.2,K8V5E1,138 Dufferin Ave S
2186,Sacred Heart,Niagara Falls,5.2,L2G6Z2,8450 Oliver St
2187,Sainte-Marie,Chatham,5.2,N7L0B2,90 promenade Dale
2188,Salem,Elora,5.2,N0B1S0,23 Woolwich ST 4
2189,Sandowne,Waterloo,5.2,N2K2C1,265 Sandowne Dr
2190,Spruce Glen,Huntsville,5.2,P1H1C9,550 Muskoka Road 3 N Rd
2191,St Agnes Catholic,Chatham,5.2,N7L1L5,55 Croydon St
2192,St Ambrose,Stratford,5.2,N5A2E6,181 Louise St
2193,St Anthony,London,5.2,N6E2H8,1380 Ernest Ave
2194,St Gabriel,Cambridge,5.2,N3C0G1,15 Baldwin Drive
2195,St John Bosco,Toronto,5.2,M6E1Y2,75 Holmesdale Rd
2196,St John the Evangelist,Whitby,5.2,L1N2S3,1103 Giffard St
2197,St Julia,Mississauga,5.2,L5W1J3,6770 Historic Trail
2198,St Leonard,Brampton,5.2,L6Z2Z7,185 Conestoga Dr
2199,St Mary,Mount Forest,5.2,N0G2L3,390 Parkside Dr
2200,St Patrick,Port Colborne,5.2,L3K5R4,266 Rosemount Ave
2201,St Paul,Kitchener,5.2,N2M4V7,45 Birchcliffe Ave
2202,St Vincent de Paul,Mississauga,5.2,L4W3L6,665 Willowbank Trail
2203,Summerside,Orléans,5.2,K4A0W3,2350 Portobello Boulevard
2204,Sunset Park,North Bay,5.2,P1B8Z4,1191 Lakeshore Dr
2205,Templemead,Hamilton,5.2,L8W3Z7,62 Templemead Drive
2206,Vimy Ridge,Ottawa,5.2,K1T4H8,4180 Kelly Farm Drive
2207,Vincent Massey,Bowmanville,5.2,L1C1S3,10 Church St
2208,Westmount,Kitchener,5.2,N2M2M9,329 Glasgow St
2209,Algonquin,Woodstock,5.1,N4T1R8,59 Algonquin Rd
2210,Alliance,North Bay,5.1,P1B6C1,700 Stones St
2211,Bedford,Stratford,5.1,N5A5J7,59 Bedford Dr
2212,Bellwood,Whitby,5.1,L1N8M4,30 Bellwood Dr
2213,Blair Road,Cambridge,5.1,N1S1A9,85 Sunset Blvd
2214,Brock,Toronto,5.1,M6H3S4,93 Margueretta St
2215,Chalmers Street,Cambridge,5.1,N1R5B4,35 Chalmers St S
2216,Christ the King,Windsor,5.1,N9E1C9,1200 Grand Marais Rd W
2217,Cobblestone,Paris,5.1,N3L0A9,179 Grandville Circle
2218,Commonwealth,Brockville,5.1,K6V1R4,166 Pearl Street East
2219,Cordella,Toronto,5.1,M6N2K1,175 Cordella Ave
2220,Driftwood Park,Kitchener,5.1,N2N1S4,50 Parkland Cres
2221,Dunwich-Dutton,Dutton,5.1,N0L1J0,239 Miller Rd Box 40
2222,Grandview,New Hamburg,5.1,N3A1K4,341 Huron Pl
2223,Hagersville,Hagersville,5.1,N0A1H0,40 Parkview Rd Box 579
2224,Holy Cross,Innisfil,5.1,L9S2B8,910 Leslie Dr
2225,Holy Cross,Ottawa,5.1,K1V6M4,2820 Springland Dr
2226,Holy Family,London,5.1,N5V1E4,329 Hudson Dr
2227,Holy Family,Ottawa,5.1,K1V9K3,245 Owl Dr
2228,Immaculate Conception,Cornwall,5.1,K6H4M1,600 McConnell Ave
2229,John Galt,Guelph,5.1,N1E4M9,50 Laurine Ave
2230,Keatsway,Waterloo,5.1,N2L5V9,323 Keats Way
2231,Laure-Rièse,Toronto,5.1,M1V5E3,339 Circle Alton Towers
2232,Leslieville,Toronto,5.1,M4M3C9,254 Leslie St
2233,Meadowview,Addison,5.1,K0E1A0,9234 Addison-Greenbush Road
2234,Minto-Clifford Central,Harriston,5.1,N0G1Z0,5804 Highway 89
2235,Monck,Bracebridge,5.1,P1L1C1,250 Wellington St
2236,Parkinson Centennial,Orangeville,5.1,L9W1S8,120 Lawrence Ave
2237,Perth Road,Perth Road,5.1,K0H2L0,1084 Walsh Lane
2238,Plowman's Park,Mississauga,5.1,L5N3J5,5940 Montevideo Rd
